emp_name,entry_time,scheduled_time,gender,transport,weekday,month,is_holiday,location,lateness_min,lateness_label,lateness_noisy
임카,10:08,09:00,F,버스,5,12,0,서울,-27.0,0,-31.520668941351083
오채원,08:03,09:00,M,버스,4,8,0,대구,-6.0,0,-1.8514969213492218
안바,10:58,09:00,M,자차,3,6,0,광주,-10.0,0,-14.647375110312595
박자,09:12,09:00,F,지하철,6,2,0,대전,-11.0,0,-6.9119829698912625
송시현,09:11,09:00,M,버스,6,11,0,인천,-12.0,0,-9.271548284394935
이도윤,09:36,09:00,M,지하철,1,2,0,부산,42.0,1,39.2745407781711
정유진,09:55,09:00,F,지하철,1,9,0,부산,4.0,1,11.819296569256332
박바,09:22,09:00,M,자차,2,4,0,인천,-13.0,0,-20.311294540506132
윤다,10:39,09:00,F,자차,5,4,0,부산,-26.0,0,-17.702337001207198
조사,10:53,09:00,F,도보,6,3,1,인천,20.0,1,21.594429321227484
류주원,08:36,09:00,F,자차,4,5,0,광주,55.0,1,44.63266821670654
류채원,10:07,09:00,F,버스,4,9,1,대전,-19.0,0,-11.040601820891933
한지안,08:54,09:00,F,지하철,1,5,0,서울,-26.0,0,-21.138937478900054
윤파,10:59,09:00,F,자차,4,1,0,부산,58.0,1,55.85894158293481
오마,08:45,09:00,F,도보,1,4,0,부산,7.0,1,2.176397173793018
조지안,08:53,09:00,M,자차,3,2,0,인천,8.0,1,0.15466628080807432
정하린,10:08,09:00,F,버스,1,5,0,부산,-10.0,0,2.0772308090519545
김예린,10:22,09:00,M,자차,0,11,0,대전,-15.0,0,-19.616909370809218
조마,08:23,09:00,F,자차,6,12,0,대전,-3.0,0,-9.317942810004629
윤파,09:40,09:00,M,도보,6,12,0,부산,27.0,1,28.33959562175075
이아,09:02,09:00,M,자차,4,2,0,대구,13.0,1,4.810532666194424
서서윤,09:50,09:00,M,버스,4,6,0,대구,-8.0,0,-12.90774199222278
류유진,09:40,09:00,F,지하철,1,1,0,서울,38.0,1,42.97484597080234
서다온,10:57,09:00,M,버스,4,6,0,대전,-17.0,0,-14.678947025903101
권현서,10:48,09:00,M,지하철,5,7,0,광주,-5.0,0,-6.931849798696911
임서연,09:57,09:00,F,도보,3,10,0,부산,-28.0,0,-27.908466635343103
조지훈,10:02,09:00,F,버스,1,5,0,인천,-8.0,0,-10.212352651000018
조채원,10:41,09:00,F,버스,2,1,0,대구,-4.0,0,-4.309989046845198
홍지후,08:33,09:00,M,지하철,5,6,0,부산,-23.0,0,-26.809056912798262
홍하,10:10,09:00,F,자차,1,6,0,부산,-2.0,0,-4.901196597637137
조가,10:18,09:00,F,버스,6,8,0,서울,38.0,1,34.946609312272834
서가,08:22,09:00,M,지하철,5,2,0,광주,-9.0,0,-12.629304259278774
강지안,10:38,09:00,F,자차,6,8,0,인천,-5.0,0,0.21955498208240876
김가,10:05,09:00,M,지하철,3,5,0,대전,55.0,1,58.850586960065264
신바,09:02,09:00,M,버스,1,9,0,서울,-20.0,0,-24.661816341954747
류차,09:27,09:00,F,지하철,0,12,0,인천,-25.0,0,-30.971968962712854
전마,09:28,09:00,M,버스,3,3,0,인천,-5.0,0,-5.786383215653079
정바,10:45,09:00,M,자차,2,10,1,인천,-12.0,0,-1.2235620085522676
조나,10:54,09:00,M,자차,0,2,0,대전,24.0,1,18.86147398151726
최민수,10:25,09:00,F,지하철,6,12,0,대구,-14.0,0,-14.806121948520202
강유진,09:57,09:00,M,도보,6,6,0,서울,-20.0,0,-19.556397931411688
장사,08:18,09:00,M,자차,2,9,0,서울,-10.0,0,-10.54321087022575
임민준,10:44,09:00,F,지하철,4,10,0,대구,24.0,1,21.708950628902556
정마,08:24,09:00,F,지하철,2,8,0,부산,5.0,1,10.77539986099277
홍사,08:30,09:00,M,지하철,3,5,0,서울,-15.0,0,-12.727706885282728
윤하은,08:12,09:00,F,자차,4,10,0,서울,-15.0,0,-10.770973381274622
강하,10:50,09:00,M,지하철,2,6,0,부산,0.0,0,2.9468997483316532
한사,09:28,09:00,F,버스,5,8,0,서울,-17.0,0,-12.530258390970067
정서연,08:42,09:00,F,자차,1,8,0,대구,-17.0,0,-9.077970835129685
조나,08:14,09:00,F,자차,4,6,0,인천,1.0,1,7.655219833941672
이민수,09:14,09:00,M,자차,6,2,0,부산,-29.0,0,-17.37598020202043
송가,10:10,09:00,F,자차,5,4,0,서울,-15.0,0,-8.913293592964042
권자,10:59,09:00,F,지하철,0,12,0,인천,-26.0,0,-29.347233882637532
이아,09:39,09:00,M,자차,0,7,0,서울,-10.0,0,-5.763439790970856
권민준,09:49,09:00,M,지하철,4,8,0,광주,-20.0,0,-16.447824105077025
강타,10:30,09:00,F,지하철,6,4,0,대구,-27.0,0,-17.398525473839058
임서연,10:42,09:00,M,도보,5,9,0,대구,-4.0,0,-8.835792583381446
전지우,08:50,09:00,F,지하철,6,6,0,부산,-17.0,0,-14.210244593035318
강파,10:58,09:00,M,지하철,1,3,0,부산,-27.0,0,-30.405351723834787
전예솔,09:33,09:00,F,자차,3,2,0,서울,-16.0,0,-13.437274479499326
이도윤,10:47,09:00,F,지하철,5,5,0,인천,3.0,1,1.9262666770014034
최주원,08:21,09:00,M,지하철,4,7,0,서울,-26.0,0,-23.602655979045558
박예솔,08:17,09:00,M,자차,5,4,0,광주,-12.0,0,-19.05169093040712
한바,10:39,09:00,M,자차,1,3,0,부산,-26.0,0,-22.03386759222051
송나,10:01,09:00,F,자차,3,4,0,인천,-18.0,0,-16.9697024240695
황마,08:31,09:00,F,지하철,3,4,0,인천,-14.0,0,-13.239035591140476
권다,10:41,09:00,M,버스,6,9,0,인천,49.0,1,58.75114149923665
송시현,08:18,09:00,F,자차,1,6,0,광주,-6.0,0,-7.912416991339117
송주원,10:02,09:00,F,지하철,2,6,0,인천,38.0,1,39.71132712385991
최하린,08:36,09:00,M,지하철,0,2,0,대전,-5.0,0,-4.498646504803725
안다,08:12,09:00,F,지하철,1,7,0,부산,-8.0,0,-7.009804198796337
이서연,10:25,09:00,M,버스,6,12,0,광주,-22.0,0,-10.890980476786105
박채원,10:32,09:00,F,지하철,5,9,0,대구,-14.0,0,-13.680964537931256
홍가,08:19,09:00,M,자차,1,6,0,인천,-11.0,0,-13.836398997441314
서하린,08:16,09:00,M,도보,4,4,0,대구,-14.0,0,-4.645486022763894
서파,09:50,09:00,M,지하철,4,5,0,대전,13.0,1,11.461556172805189
장지안,08:05,09:00,M,자차,6,1,0,부산,-10.0,0,-18.025890736045277
최예린,10:14,09:00,M,지하철,2,1,0,인천,-24.0,0,-27.704218532144257
임자,10:44,09:00,F,지하철,6,10,0,서울,-11.0,0,-17.23293747021428
윤차,10:15,09:00,M,자차,2,11,0,인천,-14.0,0,-22.999827331572256
최민수,08:41,09:00,F,버스,5,12,0,서울,-16.0,0,-17.815075021840673
최하은,08:34,09:00,M,도보,2,8,0,대구,-19.0,0,-19.35107982636716
송예린,10:02,09:00,M,버스,4,12,0,서울,-10.0,0,-4.097360424355467
최하린,08:11,09:00,F,지하철,2,5,1,부산,47.0,1,50.14700806031033
황차,09:36,09:00,M,버스,5,4,0,대구,-2.0,0,0.9191715406433332
안하린,09:20,09:00,M,지하철,4,3,0,부산,49.0,1,44.5339499740114
황채원,10:14,09:00,F,자차,2,3,0,대구,-20.0,0,-15.575333690179425
홍지안,08:36,09:00,M,자차,6,9,0,서울,14.0,1,20.956164181993675
김타,10:17,09:00,F,지하철,4,1,0,광주,42.0,1,43.972854457730804
장지후,10:05,09:00,M,버스,3,12,0,광주,-16.0,0,-13.887412318510375
안파,08:42,09:00,F,자차,0,10,0,대구,-19.0,0,-25.323461498499896
최차,09:04,09:00,M,자차,6,5,0,서울,-16.0,0,-10.727820961973363
윤하,08:11,09:00,M,지하철,5,9,0,서울,-15.0,0,-6.095847256192904
권다,09:20,09:00,F,지하철,4,2,0,광주,-28.0,0,-26.385238004765814
전현서,08:46,09:00,F,지하철,5,6,0,대전,-1.0,0,-3.9717863918374245
윤사,08:20,09:00,F,지하철,4,2,0,대전,-2.0,0,-2.8099742799392136
신지우,09:40,09:00,M,버스,1,2,0,대구,-28.0,0,-30.102103575062937
장아,09:42,09:00,M,지하철,1,1,0,대구,-26.0,0,-27.802248265801474
신시현,08:15,09:00,F,버스,0,10,0,서울,-12.0,0,-8.760084681529705
홍하린,08:33,09:00,M,버스,0,9,0,서울,-16.0,0,-14.60267944164829
안파,08:14,09:00,M,지하철,5,11,0,광주,-13.0,0,-7.980316970143156
류서윤,10:02,09:00,M,도보,5,12,0,대구,-29.0,0,-27.145487276108895
김다,09:00,09:00,F,버스,1,12,0,대구,-13.0,0,-17.320439869890915
임민수,08:12,09:00,M,지하철,4,12,1,대구,3.0,1,0.4965398807530481
전도윤,08:34,09:00,M,버스,0,1,0,부산,-22.0,0,-24.814205363939283
홍지우,10:55,09:00,M,지하철,2,10,0,대전,-10.0,0,-10.93235038309226
신마,08:46,09:00,M,자차,5,9,0,광주,19.0,1,27.973568457072943
오하린,10:03,09:00,M,버스,5,2,0,광주,-11.0,0,-1.2255020417618585
김예솔,09:24,09:00,M,버스,6,2,0,대구,-20.0,0,-15.81699399776707
한유진,08:32,09:00,M,도보,2,12,0,광주,-11.0,0,-10.40618101583191
윤바,08:55,09:00,M,자차,6,11,1,대구,0.0,0,-6.808261097521974
안나,08:02,09:00,F,자차,5,4,0,인천,-5.0,0,-3.899958471349583
조차,10:14,09:00,F,지하철,2,1,0,서울,47.0,1,43.04996351781473
김하,09:00,09:00,M,지하철,2,5,0,광주,-26.0,0,-17.8473905171704
정나,09:29,09:00,M,자차,0,1,0,서울,22.0,1,13.969471551047553
서지우,08:27,09:00,M,버스,6,9,0,광주,-11.0,0,-9.077578333349413
한다,10:28,09:00,M,자차,1,5,0,인천,36.0,1,31.628803111748155
한아,08:39,09:00,M,자차,1,1,0,서울,-3.0,0,-3.047575927417361
임예린,09:41,09:00,F,지하철,2,12,0,인천,-28.0,0,-24.669659048444718
김사,10:37,09:00,M,지하철,0,10,0,부산,-29.0,0,-23.890156556089515
강다온,10:08,09:00,F,버스,5,11,0,대구,-14.0,0,-14.303451004657907
류지훈,09:48,09:00,M,지하철,4,12,0,서울,43.0,1,46.80608275090764
박마,10:39,09:00,M,자차,1,1,0,광주,-18.0,0,-21.312350493060514
조지우,08:31,09:00,M,자차,1,10,0,인천,-22.0,0,-20.7723080761339
박채원,10:53,09:00,M,버스,0,10,0,대구,6.0,1,11.011037072189325
윤채원,09:40,09:00,M,자차,6,10,0,대전,-1.0,0,0.660497390699939
장나,09:13,09:00,M,버스,3,4,0,인천,-8.0,0,-10.64671848186653
정아,08:46,09:00,M,자차,4,5,0,인천,-16.0,0,-17.39521183781716
송타,10:14,09:00,F,지하철,1,12,1,서울,-16.0,0,-10.921719687260303
장지안,10:55,09:00,F,자차,1,1,0,인천,14.0,1,8.540776915359213
이라,10:04,09:00,M,자차,3,8,0,광주,-9.0,0,-13.721575670037264
박타,08:05,09:00,F,지하철,1,10,0,대전,0.0,0,3.0079437990586784
오시현,09:24,09:00,M,버스,4,10,0,인천,-28.0,0,-30.195717972708987
송바,10:11,09:00,M,자차,6,8,0,부산,-18.0,0,-25.265290981748446
박서윤,09:11,09:00,M,지하철,2,10,0,광주,27.0,1,33.754093335209554
김하은,10:19,09:00,M,자차,4,11,0,서울,-22.0,0,-27.498001439399538
장지훈,10:07,09:00,F,도보,6,10,0,부산,-13.0,0,-13.997150066598193
황지훈,08:12,09:00,F,자차,6,2,0,대전,1.0,1,-2.09760321843549
최타,09:40,09:00,F,버스,0,3,0,광주,-15.0,0,-16.488417427701105
신바,08:30,09:00,F,자차,0,4,0,대전,-13.0,0,-17.4230972882567
최하은,09:27,09:00,F,도보,6,5,0,대구,-12.0,0,-8.428603811532687
박지우,09:09,09:00,M,버스,6,5,0,광주,-20.0,0,-19.44588237846544
황주원,10:25,09:00,M,지하철,2,3,0,광주,-29.0,0,-24.08173202394554
황하은,10:36,09:00,M,지하철,3,9,0,부산,34.0,1,30.95415894229139
조다,09:23,09:00,F,자차,4,2,0,대전,4.0,1,14.665108849746055
이지우,09:36,09:00,M,버스,4,10,0,대전,-23.0,0,-32.52324392751972
조지안,09:52,09:00,F,지하철,5,8,0,서울,-20.0,0,-27.92567453961147
임지안,09:57,09:00,F,지하철,2,12,0,광주,0.0,0,8.765424238582144
송지후,09:54,09:00,M,자차,6,1,1,대구,45.0,1,47.37020833723192
윤나,10:20,09:00,M,버스,0,4,0,광주,-15.0,0,-13.293069584719625
이유진,10:56,09:00,F,자차,0,11,0,인천,-28.0,0,-25.843623463409944
최서연,10:29,09:00,M,자차,6,6,0,부산,-11.0,0,-8.143963649247755
전하은,08:24,09:00,M,도보,1,7,0,서울,-16.0,0,-14.501161397830247
류가,09:25,09:00,M,자차,6,1,0,인천,-9.0,0,-13.829522458125528
최파,09:23,09:00,F,지하철,2,10,0,대전,-5.0,0,-0.9090454746360441
홍자,09:31,09:00,M,자차,2,4,0,광주,-21.0,0,-17.69660894230884
전지후,09:35,09:00,F,지하철,0,12,1,부산,43.0,1,50.142155733699155
신서연,10:09,09:00,M,도보,6,5,0,대전,-9.0,0,-0.17879461549417286
박민준,09:15,09:00,F,지하철,2,3,0,대구,-17.0,0,-15.34761960178369
윤유진,08:47,09:00,F,자차,1,8,0,인천,-17.0,0,-23.137745088160916
송파,09:22,09:00,M,자차,3,6,1,부산,-25.0,0,-16.137385343989315
오가,10:33,09:00,F,지하철,1,6,0,인천,52.0,1,46.909250324985294
이타,08:56,09:00,M,자차,5,12,0,인천,-28.0,0,-26.310179031638096
이서윤,08:03,09:00,M,지하철,0,5,0,광주,36.0,1,34.71633036789572
송하은,10:55,09:00,F,버스,3,5,0,대구,-16.0,0,-18.153126750923963
오지후,08:35,09:00,M,버스,2,8,0,인천,-1.0,0,2.8215006076575886
황민수,09:48,09:00,F,지하철,0,3,0,인천,-17.0,0,-15.777702003660172
강예린,10:24,09:00,F,버스,0,10,0,대구,37.0,1,39.566207456340656
장사,08:49,09:00,M,도보,3,3,0,인천,-26.0,0,-30.07843145081685
임다,09:01,09:00,M,지하철,2,3,0,서울,-14.0,0,-14.870374826873302
한도윤,08:50,09:00,F,버스,0,1,0,대전,-16.0,0,-19.8476748992035
신주원,08:26,09:00,M,자차,0,5,0,서울,-22.0,0,-22.995357939887324
황유진,08:27,09:00,M,자차,5,7,0,대전,-13.0,0,-13.593811124337046
신하린,08:33,09:00,M,지하철,5,9,0,광주,58.0,1,67.22152086602398
서채원,09:22,09:00,M,도보,4,11,0,대전,-12.0,0,-13.296942572343703
오다,09:35,09:00,F,지하철,5,10,0,서울,-14.0,0,-24.62799162265323
전민준,08:02,09:00,M,버스,0,4,0,부산,-25.0,0,-18.02454231339607
전사,10:32,09:00,F,버스,4,10,0,서울,-14.0,0,-11.753703129869884
황시현,10:01,09:00,F,자차,5,3,0,대구,-9.0,0,-9.655052172766947
임지안,08:12,09:00,F,지하철,1,3,0,대전,-17.0,0,-19.186076834305474
최주원,10:31,09:00,F,지하철,3,5,0,광주,-20.0,0,-24.73462828028443
황도윤,08:05,09:00,F,자차,5,7,0,광주,-27.0,0,-17.30975951456754
장지후,09:40,09:00,M,지하철,4,3,0,대전,23.0,1,23.259224443300184
최시현,09:23,09:00,M,버스,1,11,0,서울,-26.0,0,-34.688755717407375
황현서,09:30,09:00,F,자차,4,4,0,광주,-23.0,0,-21.361299833573792
최예솔,10:52,09:00,M,자차,5,5,0,부산,-23.0,0,-16.969141489825795
권바,10:46,09:00,F,지하철,0,8,0,광주,-13.0,0,-12.217826658232514
강지훈,08:50,09:00,M,지하철,3,6,1,광주,-10.0,0,-14.507967360976568
조차,09:44,09:00,F,도보,3,5,0,광주,-16.0,0,-20.955371430123286
황다온,10:52,09:00,F,버스,2,12,0,대구,-21.0,0,-25.586594638596175
류마,10:11,09:00,M,지하철,0,6,0,인천,57.0,1,64.60828998523476
최카,10:39,09:00,F,지하철,0,2,0,대구,-15.0,0,-15.358320276184124
황하은,09:18,09:00,M,지하철,5,9,0,인천,-6.0,0,-14.393622073393152
최지훈,08:50,09:00,M,도보,5,9,0,대구,0.0,0,1.9206696292223204
안나,09:31,09:00,F,지하철,2,3,1,대구,-1.0,0,-0.2948160721322388
강차,10:27,09:00,F,지하철,6,11,0,부산,-12.0,0,-14.244477334416656
황하은,10:47,09:00,F,버스,6,5,0,대구,-23.0,0,-28.102033780444053
오시현,10:03,09:00,M,지하철,4,2,0,광주,-23.0,0,-28.319474498864377
서예솔,10:07,09:00,M,지하철,4,3,0,대전,33.0,1,38.43316907733169
조자,09:32,09:00,M,도보,6,9,0,서울,10.0,1,11.237564279025488
황하,08:57,09:00,F,자차,4,3,0,부산,-24.0,0,-21.606781676691078
임차,09:16,09:00,M,지하철,6,6,0,인천,9.0,1,10.2237940479006
오바,09:29,09:00,F,버스,6,9,0,광주,-21.0,0,-19.361556475440892
전예솔,10:26,09:00,F,지하철,1,11,0,부산,0.0,0,-2.341973317141205
최현서,09:39,09:00,M,지하철,4,6,0,부산,-26.0,0,-27.029146772403884
조주원,10:22,09:00,F,버스,5,11,0,서울,-28.0,0,-22.175440972874785
권유진,08:04,09:00,M,버스,5,4,0,서울,-25.0,0,-17.92704916090444
송주원,10:16,09:00,M,자차,2,11,1,서울,-13.0,0,-19.11045993879875
장파,09:31,09:00,M,자차,6,4,0,광주,-6.0,0,-7.041294165538913
조민준,10:59,09:00,F,지하철,3,1,0,대전,-27.0,0,-22.803573205031675
김시현,09:24,09:00,F,도보,2,9,0,대구,-5.0,0,4.410398661078652
정서윤,09:26,09:00,F,버스,1,10,0,부산,-23.0,0,-14.090202093346251
신유진,08:22,09:00,F,지하철,2,12,0,대전,-28.0,0,-31.978789074732497
서차,10:25,09:00,F,자차,6,12,0,부산,9.0,1,15.375230591029128
조라,10:06,09:00,F,지하철,5,2,0,서울,-27.0,0,-26.70681848946492
윤지후,10:35,09:00,F,버스,5,8,0,서울,-15.0,0,-9.77791680562131
신타,08:16,09:00,M,자차,6,9,0,대구,51.0,1,54.941393404106435
오서연,08:38,09:00,M,지하철,1,8,0,광주,45.0,1,38.680179787176186
김마,10:37,09:00,F,자차,4,1,0,대구,-25.0,0,-22.25013021686412
박민준,08:07,09:00,F,지하철,2,1,0,대구,-24.0,0,-18.971517044153554
권카,09:31,09:00,F,자차,5,9,0,대구,-29.0,0,-29.10077627513916
박바,09:12,09:00,F,지하철,2,11,0,대전,46.0,1,44.768417863466894
조서연,10:49,09:00,F,지하철,5,3,0,광주,-10.0,0,-17.858319558865443
김바,10:34,09:00,F,지하철,5,1,0,인천,-18.0,0,-14.581912417245329
류현서,10:41,09:00,F,자차,5,5,0,대구,47.0,1,48.043741839069554
신현우,08:52,09:00,M,지하철,6,4,0,인천,-24.0,0,-28.61091957355043
서타,09:45,09:00,F,자차,5,12,0,대전,-6.0,0,-7.629199984382
임파,10:06,09:00,F,지하철,2,12,0,인천,-6.0,0,-5.2274837543611365
임지훈,10:54,09:00,F,버스,3,7,0,광주,-11.0,0,-13.793178945263353
서서연,08:01,09:00,F,지하철,3,12,0,서울,-10.0,0,-9.986614362450544
한하린,10:55,09:00,M,지하철,0,3,0,대전,-22.0,0,-30.749663236017245
조다온,09:03,09:00,M,도보,4,12,0,대전,-28.0,0,-21.252891515740224
김채원,08:23,09:00,F,버스,3,6,0,광주,-4.0,0,-3.9204535751685765
김지안,09:50,09:00,F,자차,2,6,0,대전,-9.0,0,-14.496767532451553
권카,10:20,09:00,M,버스,0,1,0,인천,-27.0,0,-39.298544241938416
조주원,08:23,09:00,M,버스,3,3,0,부산,-17.0,0,-11.854325294833039
최지후,08:07,09:00,F,자차,4,3,0,인천,-6.0,0,-3.20954223638179
윤차,10:41,09:00,M,자차,0,6,0,인천,-18.0,0,-16.946571432654743
조타,10:48,09:00,F,자차,4,3,0,서울,51.0,1,55.31824000632302
홍민준,08:28,09:00,M,버스,1,2,0,부산,-26.0,0,-21.695508018516442
장주원,10:42,09:00,M,자차,1,8,0,부산,-11.0,0,-10.027809649732337
황민준,10:43,09:00,F,자차,2,11,0,인천,-14.0,0,-15.271071086289085
정지우,10:59,09:00,F,버스,2,1,0,서울,-18.0,0,-20.08570799307629
오파,08:38,09:00,F,자차,6,7,0,광주,-25.0,0,-22.895289880474003
조다,09:44,09:00,F,버스,0,12,0,서울,-16.0,0,-9.014843125603253
강현우,10:58,09:00,M,자차,2,5,0,대전,-28.0,0,-28.514515856579855
정가,10:42,09:00,F,도보,5,3,0,광주,53.0,1,60.38238702958361
송서윤,09:48,09:00,F,도보,1,1,0,대구,15.0,1,16.86576236726206
윤차,08:35,09:00,F,자차,6,12,0,대구,-22.0,0,-20.096545157416692
윤서연,08:15,09:00,M,자차,5,5,0,광주,-12.0,0,0.02554733661986397
이파,08:46,09:00,F,자차,6,2,0,서울,-14.0,0,-5.736608918907837
오지안,08:11,09:00,M,지하철,6,11,0,광주,-20.0,0,-11.606953778058925
김현우,08:35,09:00,F,버스,0,10,0,인천,32.0,1,28.01193170816571
오카,08:13,09:00,F,지하철,3,9,0,부산,47.0,1,57.960912510781455
조카,10:17,09:00,M,지하철,5,2,0,대전,-2.0,0,-2.4110839705997833
오서윤,09:46,09:00,F,도보,0,1,1,인천,-6.0,0,-7.137455898767532
조도윤,09:33,09:00,F,자차,3,3,0,서울,-7.0,0,-17.796242067066196
신다,10:25,09:00,F,버스,4,2,0,인천,-24.0,0,-22.368545877230886
전지훈,09:13,09:00,F,지하철,5,7,0,대구,33.0,1,27.5832302094868
윤다,09:12,09:00,F,자차,2,5,0,광주,-24.0,0,-21.958730857265046
김타,08:37,09:00,M,버스,6,10,0,대구,-24.0,0,-29.807825666188457
권하,09:20,09:00,F,자차,4,2,0,대전,-3.0,0,5.98849918897402
전차,08:31,09:00,F,도보,0,9,0,대전,28.0,1,30.757869814383643
홍도윤,09:46,09:00,M,지하철,1,12,0,서울,-8.0,0,3.3993578787478818
전채원,10:59,09:00,M,지하철,6,2,0,대구,2.0,1,-3.115120157462564
임서연,09:35,09:00,M,지하철,0,8,0,부산,5.0,1,12.745896223539877
임차,08:53,09:00,F,지하철,0,7,0,대구,-9.0,0,-18.013562085164132
강카,10:03,09:00,M,지하철,2,2,0,서울,0.0,0,1.0403773823714704
황하린,10:27,09:00,F,지하철,6,4,0,인천,-7.0,0,-10.158115599709754
윤시현,09:24,09:00,F,지하철,4,10,0,서울,59.0,1,56.760217323748215
오가,08:45,09:00,M,지하철,1,11,0,인천,-12.0,0,-14.582482089544145
윤유진,10:08,09:00,F,지하철,2,5,0,대구,-26.0,0,-30.573580926756645
조바,08:33,09:00,F,자차,6,2,0,대전,-5.0,0,-11.298441533253463
박민준,10:59,09:00,F,지하철,1,3,0,대전,-25.0,0,-27.212134034657346
최도윤,08:57,09:00,F,자차,4,11,0,인천,-24.0,0,-23.419858013565644
박아,09:03,09:00,M,지하철,3,7,0,대구,57.0,1,62.81847178313009
임아,10:10,09:00,M,지하철,5,6,0,광주,-4.0,0,-2.52324801689473
송현우,08:02,09:00,M,지하철,5,1,0,광주,20.0,1,25.83270100647193
김다,08:36,09:00,M,자차,5,10,0,서울,-7.0,0,-14.3908843597855
안예솔,08:22,09:00,F,지하철,0,6,0,대구,-13.0,0,-15.16484702854371
송파,09:10,09:00,M,버스,3,7,0,대전,54.0,1,57.55502459568213
송유진,09:39,09:00,F,지하철,4,11,0,부산,-28.0,0,-26.28404622104321
임현우,08:32,09:00,F,도보,2,7,0,서울,-23.0,0,-27.30587557329589
임자,09:01,09:00,M,지하철,4,12,0,대전,-29.0,0,-24.32965553917049
조차,10:18,09:00,F,버스,4,7,0,대전,31.0,1,28.343634090237593
류나,10:49,09:00,M,자차,2,5,0,인천,-9.0,0,-12.886817806968605
박바,08:02,09:00,F,지하철,0,12,1,인천,-27.0,0,-24.56526119751596
이나,09:52,09:00,M,지하철,6,8,0,대구,-28.0,0,-27.96915317332882
최주원,08:04,09:00,M,자차,5,10,0,대구,21.0,1,18.38543832485695
강가,09:33,09:00,M,지하철,6,3,0,대전,20.0,1,17.215657373764476
윤라,10:38,09:00,F,지하철,2,9,0,대전,-17.0,0,-22.348983999033493
장하은,10:23,09:00,M,버스,2,7,0,대구,-4.0,0,-5.9787412302943235
김현서,08:41,09:00,F,지하철,2,2,0,부산,-8.0,0,-2.499952822562822
황나,08:46,09:00,M,도보,0,4,0,부산,-3.0,0,-1.7772476850591787
임자,10:21,09:00,M,자차,1,11,0,서울,-24.0,0,-19.207029596113273
정타,10:27,09:00,F,버스,2,7,0,대구,47.0,1,49.580342688373506
박민준,08:50,09:00,F,지하철,6,10,0,인천,-9.0,0,-12.061231034859098
최채원,08:00,09:00,M,자차,1,3,0,광주,-21.0,0,-29.245706373921216
정바,09:20,09:00,M,자차,3,3,0,광주,58.0,1,53.36572817648102
임하,09:51,09:00,M,지하철,3,12,0,대구,-8.0,0,-11.356179055487598
홍민준,09:19,09:00,F,자차,2,6,1,부산,-29.0,0,-32.742914351458296
안하,10:48,09:00,M,버스,6,11,0,대전,-23.0,0,-18.0949003657014
오유진,10:26,09:00,M,자차,0,10,0,광주,-11.0,0,-6.14705766575149
전도윤,10:21,09:00,F,지하철,6,5,0,인천,37.0,1,48.059398201383225
안자,08:03,09:00,M,지하철,5,12,1,서울,-14.0,0,-17.818605855961927
신마,10:33,09:00,M,자차,2,10,0,대구,-1.0,0,6.987241530322074
전나,10:15,09:00,F,자차,5,2,0,인천,-4.0,0,3.956336028320651
김하린,09:11,09:00,M,지하철,3,2,0,대전,31.0,1,29.83868120980568
권바,09:46,09:00,M,지하철,6,2,0,인천,-29.0,0,-26.632223015298827
안예솔,10:28,09:00,M,자차,0,9,0,대구,-24.0,0,-17.796333754293947
안현서,10:43,09:00,F,지하철,0,2,0,대구,43.0,1,42.7053768866887
안마,09:39,09:00,F,지하철,3,4,1,대구,-25.0,0,-25.681958886073215
전하린,08:07,09:00,F,자차,6,6,0,서울,-19.0,0,-22.13668710558726
조다온,09:51,09:00,F,지하철,0,2,0,서울,11.0,1,-0.800192593315149
윤주원,10:02,09:00,M,지하철,5,4,0,광주,-6.0,0,-5.647641917557605
이바,08:10,09:00,M,지하철,6,9,0,대구,-3.0,0,-6.549346637267131
조다,10:27,09:00,M,도보,3,12,0,대전,26.0,1,20.62325688191586
전도윤,08:36,09:00,M,지하철,6,6,0,대구,9.0,1,11.110958250721573
안아,10:40,09:00,F,자차,5,9,0,대전,-21.0,0,-28.25656120410549
오예린,09:39,09:00,M,도보,1,7,0,부산,-9.0,0,-4.969600543596912
전현서,08:57,09:00,F,자차,5,6,0,부산,41.0,1,43.417996576302606
박다온,08:10,09:00,F,버스,4,7,0,인천,0.0,0,-2.0009660584862594
신하,08:03,09:00,M,버스,0,12,0,광주,0.0,0,-0.3165512642222959
박파,10:13,09:00,F,지하철,3,1,0,서울,-16.0,0,-21.95110547077121
전민수,09:07,09:00,F,버스,4,7,0,인천,9.0,1,12.75169301682688
홍차,10:31,09:00,M,도보,5,1,0,부산,-25.0,0,-24.063178794743674
이민수,08:41,09:00,M,자차,5,11,0,광주,-10.0,0,-8.690750227052279
최지우,10:45,09:00,M,버스,3,8,0,인천,24.0,1,26.50945189836565
정유진,10:49,09:00,F,지하철,2,1,0,인천,52.0,1,48.78792293054138
오타,08:18,09:00,F,자차,1,8,0,부산,-29.0,0,-36.59529137460467
류파,09:56,09:00,M,지하철,0,6,1,부산,-11.0,0,-6.213408125436846
송아,10:49,09:00,F,자차,4,1,0,인천,-21.0,0,-17.55640793193796
권다,08:58,09:00,M,지하철,6,12,0,대구,-7.0,0,-9.676794016354673
최유진,08:12,09:00,M,자차,0,5,0,광주,-18.0,0,-15.954449004349799
